id,Name,Univ,Year,Country,Title,Advisor,Students
73896,A. N. Jakivchik,Lomonosov Moscow State University,1995,Russia,"Products and Mappings of Topological Spaces, and Some Separation Properties",['72761'],[]
73897,I. V. Jashchenko,Lomonosov Moscow State University,1994,Russia,The Space Cp(X ) and Some Questions of the Theory of Continuous Mappings,['72761'],[]
73898,A. N. Karpov,Lomonosov Moscow State University,2000,Russia,Lindelöf Type Properties and Topological Products,['72761'],[]
73899,A. V. Korovin,Lomonosov Moscow State University,1991,Russia,"Continuous Actions of Abelian Groups, and Topological Properties in Cp-Theory",['72761'],[]
73900,Arkady G. Leiderman,Tomsk State University,1985,Russia,Corson Compacta and Spaces of Functions,['72761'],[]
73901,C.  Liu,Ohio University,2002,UnitedStates,K-Networks and Mappings,['72761'],[]
72805,Lewis D. Ludwig,Ohio University,2001,UnitedStates,Two Generalizations of Normality: Alpha-Normality and Beta-Normality,['72761'],[]
73902,M. V. Matveev,Lomonosov Moscow State University,1985,Russia,Pseudocompact Spaces and Spaces Close to Them,['72761'],[]
73903,S. J. Nedev,Lomonosov Moscow State University,1970,Russia,"The General Concepts of Real-Valued Distance, and Investigation of Topologies Based on Them",['72761'],"['160613', '160612']"
73904,N. G. Okromeshko,Lomonosov Moscow State University,1983,Russia,Homogeneity and Continuous Images,['72761'],[]
73905,Oleg G. Okunev,Lomonosov Moscow State University,1984,Russia,Some Applications of Real-Quotient Maps to the Theory of Topological Spaces,['72761'],[]
73906,P. K. Osmatesku,Lomonosov Moscow State University,1965,Russia,A Theory of T1-Compactifications,['72761'],[]
72806,Oleg Ivanovich Pavlov,Ohio University,1999,UnitedStates,Examples in Set-Theoretic Topology,['72761'],[]
73907,Vladimir G. Pestov,Lomonosov Moscow State University,1983,Russia,Topological groups and algebraic envelopes of topological spaces,['72761'],"['236744', '236539', '163404', '195028', '90755']"
73908,V. V. Popov,Lomonosov Moscow State University,1977,Russia,On Exponential Topology,['72761'],[]
73909,D. V. Ranchin,Lomonosov Moscow State University,1979,Russia,"On Topologies Close to Compact Topologies, and on Sums and Modifications of Topologies",['72761'],[]
73910,E. A. Reznichenko,Lomonosov Moscow State University,1992,Russia,Convex Compact Subspaces of Function Spaces and of Locally Convex Spaces,['72761'],[]
73911,D. B. Shakhmatov,Lomonosov Moscow State University,1985,Russia,Topological Fields,['72761'],[]
73912,Boris Emilievich Shapirovskij,Lomonosov Moscow State University,1977,Russia,On Tightness Type Properties in Compact Spaces,['72761'],[]
73913,O. V. Sipacheva,Lomonosov Moscow State University,1991,Russia,Continuous Mappings and Cardinal Invariants in Cp-Theory,['72761'],[]
73914,S. A. Svetlichnyj,Lomonosov Moscow State University,1991,Russia,"Properties of Topological Spaces Close to Metrizability, and Mappings",['72761'],[]
73915,Jamal Khaled Tartir,Ohio University,1997,UnitedStates,On Relative Topological Properties,['72761'],[]
176878,Scotty  Thompson,Ohio University,2009,UnitedStates,Comparing Topological Spaces Using New Approaches to Cleavability,['72761'],[]
73916,M. G. Tkachenko,Lomonosov Moscow State University,1981,Russia,Properties of Compacta Arising under Operations of Union and Continuous Image,['72761'],"['137534', '182357', '137535', '137599']"
73917,V. V. Tkachuk,Lomonosov Moscow State University,1983,Russia,Calibers and Cellularity Type Invariants of Topological Spaces,['72761'],[]
73918,V. V. Uspenskij,Lomonosov Moscow State University,1983,Russia,Topological Properties of Function Spaces,['72761'],['233133']
73919,Julia  Valuyeva,Ohio University,1999,UnitedStates,Tightness Type Properties and Relative Dimension,['72761'],[]
80869,Dursun  Baladze,A. Razmadze Mathematical Institute of the Georgian Academy of Sciences,1964,Georgia,Homology and Cohomology Groups over a Pair of Groups of coefficients,['63492'],"['80861', '190546', '80860']"
80874,Vladimer  Baladze,Ivane Javakhishvili Tbilisi State University,1980,Georgia,On Dimension Functions Based on Distinguished Classes Spaces and Complexes,"['63492', '80873']","['148260', '148673', '80870', '213911', '148283']"
80876,Nodar  Berikashvili,Steklov Institute of Mathematics,1956,Russia,On the Axiomatic Theory of Spectra and Duality Theorems for Arbitrary Sets,['63492'],"['80865', '80863', '80866', '80864', '80862']"
63503,Alexander  Chigogidze,Ivane Javakhishvili Tbilisi State University,1980,Georgia,,['63492'],"['94865', '94864']"
80877,Badri  Dvalishvili,Ivane Javakhishvili Tbilisi State University,1978,Georgia,Some Basic Questions of the Theory of Bitopological Spaces,['63492'],['137600']
80826,Hvedri  Inassaridze,A. Razmadze Mathematical Institute of the Georgian Academy of Sciences,1966,Georgia,Finite Order Compact Extensions of Completely Regular Spaces and Their Continuous Mappings,['63492'],"['80836', '99380', '80837', '151375', '87425', '80879', '80881', '96604', '80880', '80882']"
80870,Genadi  Ivanadze,Ivane Javakhishvili Tbilisi State University,1980,Georgia,Homology of Partitions with Singularities and Their Exact Versions,"['63492', '80874']",[]
80871,Suliko  Khajomia,Ivane Javakhishvili Tbilisi State University,1988,Georgia,Homotopy Functors and Their Duals Generated by Homology and Cohomology,['63492'],[]
80868,Guram  Laitadze,Ivane Javakhishvili Tbilisi State University,1973,Georgia,Duality Theorems for Homology sequences,['63492'],[]
80878,Leonard  Mdzinarishvili,Ivane Javakhishvili Tbilisi State University,1968,Georgia,"Spectra and Products of Objects with Distinguished Subobjects, and Their Homological and Homotopical Applications",['63492'],"['80884', '80883']"
80875,Revaz  Ormotsadze,Ivane Javakhishvili Tbilisi State University,1980,Georgia,On Dimension Type Functions of Spaces and Mappings,"['63492', '80873']",[]
80872,Lamara  Rukhadze,,,None,Local Homology and Cohomology Groups and Their Properties. Duality Relations,['63492'],[]
80873,Lazare  Zambakhidze,Ivane Javakhishvili Tbilisi State University,1973,Georgia,On a Generalization on the Inductive Dimension,['63492'],"['80874', '264932', '80875', '80887']"
110548,D.  De-Spiller,Steklov Institute of Mathematics,,Russia,,['74400'],[]
92942,A. S. Grek,Moscow State Pedagogical Institute,1968,Russia,,['74400'],[]
87622,Aleksandr Grigorievich Mordkovich,,,None,,['74400'],[]
87621,V. I. Pupko,Steklov Institute of Mathematics,,Russia,,['74400'],[]
78339,Vladimir Yurievich Sandberg,Ivanovo State University,,Russia,,['74400'],[]
12690,Albert S. Schwarz,Lomonosov Moscow State University,1961,Russia,,['74400'],"['12669', '12671', '151621', '14973', '130526', '46293', '103861', '155393', '79739', '151622', '180420', '46615']"
78338,Ekaterina Sergeevna Tikhomirova,Ivanovo State University,,Russia,,['74400'],[]
174571,A. G. Vainshtein,Lomonosov Moscow State University,,Russia,,['74400'],[]
136265,Nikolai Gavrilovich Yarutkin,Ivanovo Pedagogical Institute,1954,Russia,,['74400'],[]
136264,Dmitry Alekseevich Zakharov,Ivanovo Pedagogical Institute,1955,Russia,,['74400'],[]
113732,Yu.  Al-Kassas,Lomonosov Moscow State University,1991,Russia,Metrizability and Paracompactness of Probability Measures Spaces,['106990'],[]
113734,B. V. Atamanyuk,Lomonosov Moscow State University,1993,Russia,Geometric Properties of Infinite Iterations of Certain Covarinat Functors,['106990'],[]
113720,V. N. Basmanov,Lomonosov Moscow State University,1983,Russia,"Covariant Functors of Finite Degree, Retracts and Dimension",['106990'],[]
113736,R. B. Beshimov,Lomonosov Moscow State University,1994,Russia,Weakly Separable Spaces and Mappings,['106990'],[]
113738,Nikolay B. Brodskij,Lomonosov Moscow State University,2000,Russia,Continuous Selections for Multivalued Mappings,['106990'],[]
113743,G. F. Djabbarov,Lomonosov Moscow State University,2006,Russia,Locally Weakly Separable Spaces and the Functor of Weakly Additive Positive-homogeneous Functionals,['106990'],[]
43961,Alexander Nikolaevich Dranishnikov,Lomonosov Moscow State University,1983,Russia,Investigation of Hausdorff Compact Spaces by Spectral Methods,"['43962', '106990']","['234540', '68587', '165320', '173385', '109745', '109746', '146323', '200058', '143775']"
113721,V. I. Golov,Lomonosov Moscow State University,1985,Russia,The Space of Ordered Arcs and Continuous Mappings,['106990'],[]
108018,A. V. Ivanov,Lomonosov Moscow State University,1978,Russia,Certain Results on Dimension and Cardinal Invariants of Topological Spaces,['106990'],[]
113731,Rolando  Jiménez Benítez,Lomonosov Moscow State University,1991,Russia,Certain Questions of n-shape Theory,['106990'],['213553']
108019,A.  Kandil,Lomonosov Moscow State University,1978,Russia,On Dimension of θ-Proximity Spaces,['106990'],[]
113739,Aleksander V. Karasev,Lomonosov Moscow State University,2000,Russia,On Dimension of Certain Non-metrizable Manifolds,['106990'],[]
113724,N. L. Koval,Lomonosov Moscow State University,1987,Russia,On Properties of Mappings Related to n-soft Mappings,['106990'],[]
113726,F. S. Makhmud,Lomonosov Moscow State University,1987,Russia,Absolute Neighborhood Compact Extensors in Dimension n and n-soft Mappings,['106990'],[]
113735,T.  Makhmud,Lomonosov Moscow State University,1994,Russia,Cardinal Invariants of Spaces of Linked Systems,['106990'],[]
108020,Z.  Mathia,Lomonosov Moscow State University,1982,Russia,Stability Properties in Infinite-Dimensional Topology,['106990'],[]
113741,K. V. Matjushichev,Lomonosov Moscow State University,2001,Russia,"E-compactifications, H-closed Extensions and Generalized Proximities",['106990'],[]
113730,R. E. Mirzakhanyan,Lomonosov Moscow State University,1990,Russia,On Certain Geometric Properties of the Functor of Closed Inclusion Hyperspaces,['106990'],[]
113727,V. A. Nikiphorov,Lomonosov Moscow State University,1989,Russia,Extension of Mappings Onto Sets of Minimal Codimension,['106990'],[]
113723,A. A. Odintsov,Lomonosov Moscow State University,1986,Russia,On a Hereditary Normality and Properties Related to Orderability,['106990'],[]
113733,I. E. Ogorodnikova,Lomonosov Moscow State University,1992,Russia,On Infinite Iterations of Covariant Functors and Certain Properties of Hypermappings,['106990'],[]
107073,Taras Mykolaovych Radul,Lomonosov Moscow State University,1992,Russia,Infinite-Dimensional Manifolds and Bundles in the Theory of Some Covariant Functors,"['106990', '106991']",['187434']
113737,Yurii V. Sadovnichy,Lomonosov Moscow State University,1995,Russia,On Metric and Uniform Properties of Probability Measures Spaces,['106990'],[]
113725,Oleksandr Grygorovych Savchenko,Lomonosov Moscow State University,1987,Russia,Geometric Properties of Functors of Finite Degree and Related Functors,"['106990', '106991']",[]
108021,Nikolay Vasilievich Savinov,Lomonosov Moscow State University,1977,Russia,On Fully Closed Mappings and Their Applications in Dimension Theory of Bicompacta,['106990'],[]
113722,M. V. Smurov,Lomonosov Moscow State University,1986,Russia,On Homeomorphisms of Uncountable Functor-powers of Compacta,['106990'],[]
108022,N. S. Strekolovskaya,Lomonosov Moscow State University,1982,Russia,Spaces with a Generalized Proximity and Proximally Continuous Mappings,['106990'],[]
113740,G.  Vilialobos,Lomonosov Moscow State University,2000,Russia,Extensor Properties of G-spaces and their Orbit Spaces,['106990'],[]
113742,A. A. Zaitov,Lomonosov Moscow State University,2004,Russia,Some Properties of Spaces of Signed Measures and of the Functor of Weakly Additive Normed and Order-preserving Functionals,['106990'],[]
106991,Mykhailo Mykhailovych Zarichnyi,Lomonosov Moscow State University,1983,Russia,Covariant Functors and Linked Systems of Sets,['106990'],"['106992', '106992', '140762', '153869', '171670', '140090', '248053', '107067', '107068', '107064', '107064', '107065', '107071', '107069', '107073', '113725', '143046', '108406', '107070', '107066']"
113729,T. F. Zhuraev,Lomonosov Moscow State University,1990,Russia,Certain Geometric Properties of the Probability Measures Functor and its Subfunctors,['106990'],[]
170549,Anatoly  Amirov,Kyrgyz State National University,,Kyrgyzstan,,['106672'],[]
244154,Asanbai  Arynov,Kyrgyz State National University,,Kyrgyzstan,,['106672'],[]
171518,K. Ch. Chaadaeva,Kyrgyz State National University,,Kyrgyzstan,,['106672'],[]
171515,A. I. Chernov,Kyrgyz State National University,,Kyrgyzstan,,['106672'],[]
170555,E. D. Dujsheev,Kyrgyz State National University,,Kyrgyzstan,,['106672'],[]
170554,Sultan Zhumaldievich Gonov,Kabardino-Balkarian University,,Russia,,['106672'],[]
170551,Lev Nikolaevich Gutman,Kabardino-Balkarian University,,Russia,,['106672'],[]
170552,Ivan Nikitich Lanin,Kabardino-Balkarian University,,Russia,,['106672'],[]
170553,Adam Maremovich Nakhushev,Kabardino-Balkarian University,,Russia,,['106672'],[]
171514,Zhansurat Muratovna Natikaeva,Kabardino-Balkarian University,,Russia,,['106672'],[]
170550,Ivan Aleksandrovich Vakalov,Kabardino-Balkarian University,,Russia,,['106672'],[]
171512,Ch. Zh. Zhanybekov,Kyrgyz State National University,,Kyrgyzstan,,['106672'],[]
171513,Musabi Kyasovich Zhekamukhov,Kabardino-Balkarian University,,Russia,,['106672'],[]
148486,Vitaly Borisovich Korotkov,Steklov Institute of Mathematics,1963,Russia,Direct And Inverse Embedding Theorems For Some Spaces of Abstract Set Functions,['111731'],"['172236', '165116']"
106613,Vladimir Aleksandrovich Andrunakievich,Lomonosov Moscow State University,1947,Russia,,"['53008', '76797']","['111479', '111480', '106616']"
151954,Viachesalv Aleksandrovich Artamonov,Lomonosov Moscow State University,1991,Russia,"Projective modules, groups and Lie algebras",['53008'],['113262']
134414,Tatiana Maksimilianovna Baranovich,Lomonosov Moscow State University,1965,Russia,,['53008'],[]
95532,Valentin Danilovich Belousov,Lomonosov Moscow State University,1958,Russia,Studies of Quasigroups and Loops,['53008'],"['150573', '150594', '150575', '150576', '150577', '95533', '150571', '150595', '150599', '150578', '150597', '150591', '150596', '150590', '150572', '150593', '104535', '150598', '150574', '150579', '150600', '150592']"
55501,Adalbert A. Bovdi,Lomonosov Moscow State University,1963,Russia,,['53008'],"['56470', '56492', '57473', '92013', '72172', '56474', '57066', '57474', '56473', '92441', '57468', '57022', '57481']"
183077,Mark  Burgin,Lomonosov Moscow State University,1971,Russia,,['53008'],[]
53007,Sergei Nikolaevich Chernikov,Lomonosov Moscow State University,1940,Russia,Infinite Locally Soluble Groups,['53008'],"['58902', '137886', '93910', '100709', '125753', '104240', '136733', '127199', '13985', '57662', '232881', '137885']"
62201,Béla  Csákány,Lomonosov Moscow State University,1962,Russia,On the Equivalence of Primitive Classes of Algebraic Systems,"['53008', '179075']","['180799', '178798', '180800', '178826', '178766', '180544', '178442', '179253', '37122', '62215', '179251', '90681']"
131714,"Evgenii (Eugen, Eino)  Gabovich (Gabowitsch, Gabovits)",Lomonosov Moscow State University,1968,Russia,Uporiadochennye polugruppy (Ordered semigroups),['53008'],[]
146729,Petr Abramovich Golberg,Lomonosov Moscow State University,1945,Russia,,['53008'],[]
122129,Oleg Nikolaevich Golovin,Lomonosov Moscow State University,,Russia,Nilpotent Products of Groups,['53008'],"['137888', '106693', '79255', '135939']"
129907,Mark Iosifovich Graev,Lomonosov Moscow State University,1947,Russia,Free Topological Groups,['53008'],[]
130479,Jaak  Hion,Lomonosov Moscow State University,1955,Russia,Rings normed by the aid of semigroups,['53008'],['44668']
179777,Awad A. Iskander,Lomonosov Moscow State University,1965,Russia,Correspondence Lattices of Universal Algebras,['53008'],[]
134617,L. N. Karolinskaya,Lomonosov Moscow State University,1965,Russia,,['53008'],[]
165868,Vladimir Mikhailovich Kurochkin,Lomonosov Moscow State University,1949,Russia,,['53008'],[]
799,Alexander  Lichtman,Lomonosov Moscow State University,,Russia,,['53008'],[]
139239,Shaoxue  Liu,Lomonosov Moscow State University,1956,Russia,,['53008'],"['162957', '141601', '113173']"
110081,Leonid Efimovich Sadovskii,Lomonosov Moscow State University,1941,Russia,,['53008'],[]
180498,Krasarm Konstantinovich Shchukin,Lomonosov Moscow State University,1962,Russia,On the theory of radicals in groups,['53008'],[]
13726,Anatoly Illarionovich Shirshov,Lomonosov Moscow State University,1953,Russia,Some problems on the theory of non-associative rings and algebras,['53008'],"['62050', '23021', '24209', '99847', '99925', '96270', '115429', '99249', '13468', '99186', '99248', '98744', '96324', '99333', '52166', '101987', '90738']"
107236,Vladimir Ivanovich Shneidmyuller,Lomonosov Moscow State University,1941,Russia,,['53008'],[]
114762,Lev Anatol'evich Skornyakov,Lomonosov Moscow State University,1950,Russia,Alternative skew-fields and alternative planes,['53008'],"['151467', '65093', '162498', '144240', '118914']"
212586,Adam  Sulinski,Lomonosov Moscow State University,1957,Russia,Some problems of the general radical theory (In Russian),['53008'],"['214241', '214247', '207187', '214245', '214244', '214246', '214242', '214243']"
134046,Ivan Ivanovich Valutse,Lomonosov Moscow State University,1963,Russia,,['53008'],[]
116431,Aleksandr Ivanovich Vikhrov,Lomonosov Moscow State University,1941,Russia,,['53008'],[]
104251,Naum Yakovlevich Vilenkin,Lomonosov Moscow State University,1950,Russia,,['53008'],"['164528', '189297', '110685', '110686', '155790']"
106302,Sergei Trofimovich Zavalo,Lomonosov Moscow State University,1952,Russia,,['53008'],[]
6355,Vladimir Grigorevich Boltyanskii,Lomonosov Moscow State University,1948,Russia,,['49073'],"['248773', '128750', '89269', '97036', '60279', '24267', '48562']"
146875,Yuri S. Ledyaev,Moscow Institute of Physics and Technology,1980,Russia,On Problems of Pursuit And Evasion In Differential Games With Incomplete Information,['108599'],[]
108665,Nikolai Khristovich Rozov,Lomonosov Moscow State University,1964,Russia,,['108599'],"['87494', '108836']"
257295,Evgenii Alekseevich Barbashin,Lomonosov Moscow State University,1943,Russia,Some questions of generalized dynamic systems theory,['31014'],['162080']
99285,Boris Fedorovich Bylov,Lomonosov Moscow State University,1954,Russia,,['31014'],[]
134969,Vladimir Mikhailovich Cheresiz,Lomonosov Moscow State University,1968,Russia,,['31014'],[]
134047,Boris Pavlovich Demidovich,Lomonosov Moscow State University,1936,Russia,,['31014'],[]
99460,Leonid Semenovich Gnoenskii,Lomonosov Moscow State University,1963,Russia,,['31014'],[]
99286,Vadim Matveevich Grobman,Lomonosov Moscow State University,1956,Russia,,['31014'],[]
14236,Aristide  Halanay,Lomonosov Moscow State University,1952,Russia,,['31014'],"['185679', '152900', '145888']"
139737,Yurii Aleksandrovich Klokov,,,None,,['31014'],[]
135835,I. M. Lavrentiev,Lomonosov Moscow State University,1967,Russia,,"['31014', '134048']",[]
101292,Sergey Alekseevich Maksimov,Lomonosov Moscow State University,1968,Russia,Stabilization of Solutions of Nonstationary Equations in Banach Space and Its Applications,['31014'],[]
134970,K. S. Malii,Lomonosov Moscow State University,1966,Russia,,['31014'],[]
135637,Yury Valentinovich Malyshev,Lomonosov Moscow State University,1965,Russia,,['31014'],[]
134971,Vladimir Mikhaĭlovich Millionshchikov,Lomonosov Moscow State University,1968,Russia,To the Theory of Systems of Linear Ordinary Differential Equations,['31014'],['143618']
134048,Mordukhai Moiseevich Vainberg,Lomonosov Moscow State University,1940,Russia,,['31014'],"['135262', '136287', '135835', '134973']"
11678,Robert E. Vinograd,Lomonosov Moscow State University,1960,Russia,,['31014'],['11680']
136933,Dzhumbar Polikarpovich Zeragiya,Ivane Javakhishvili Tbilisi State University,1963,Georgia,,['31014'],[]
17410,Dmitri Victorovich Anosov,Lomonosov Moscow State University,1961,Russia,,['49073'],"['15003', '159046', '17411']"
267432,Arkadii Alekseevich Chikrii,,,None,Linear Discrete survival games.,"['136937', '136937', '49073']",['267431']
36427,Revaz Valerianovich Gamkrelidze,,,None,,['49073'],"['49056', '53114']"
62887,Mikhail Mikhailovich Postnikov,,,None,,['49073'],"['56803', '100576', '94654', '20086', '55147', '94653', '15704', '93277', '40379', '100223']"
102190,Mikhail Ilyitch Zelikin,Lomonosov Moscow State University,,Russia,On Invariant Curves of Almost Identity Maps,['49073'],"['102222', '270066']"
107585,Elena Alekseevna Bolshakova,Lomonosov Moscow State University,2006,Russia,On Combinatorial Structure of Nonprimitive Parallelohedra of the First Type,['86715'],[]
88567,F. V. Botya,Steklov Institute of Mathematics,,Russia,,['86715'],[]
88565,C. A. Chepanov,Steklov Institute of Mathematics,,Russia,,['86715'],[]
88569,Geza.  Csóka,Steklov Institute of Mathematics,,Russia,,['86715'],[]
88568,P. V. Makarov,Steklov Institute of Mathematics,,Russia,,['86715'],[]
67831,Konstantin  Rybnikov,Queen's University at Kingston,2000,Canada,Polyhedral Partitions and Stresses,"['67811', '86715']",['127853']
88566,N. M. Vetchinkin,Steklov Institute of Mathematics,,Russia,,['86715'],[]
13982,Andrei Andreevich Markov,St. Petersburg State University,1921,Russia,,[],"['83475', '168560', '49528', '168510', '168404', '168219', '14126', '168222', '168171', '168895', '89434', '168221', '106671', '168220', '132861', '30197']"
133485,Viktor Petrovich Chernov,St. Petersburg State University,1973,Russia,On Constructive Topological Spaces with Sheaf-like Structure and Their Mappings,['106671'],[]
131769,Gennadi Valentinovich Davydov,Steklov Institute of Mathematics,1969,Russia,,['106671'],"['134183', '132883']"
133484,Robert Isaakovich Freidzon,Steklov Institute of Mathematics,1973,Russia,Restricted Approximations of Recursive Predicates,['106671'],[]
79318,Michael  Gelfond,Steklov Institute of Mathematics,1974,Russia,,['106671'],"['224911', '131839', '179335', '170586', '131854', '224912', '131853', '74862', '165824', '92521', '166786']"
133434,Yakov Yakovlevich Golota,Steklov Institute of Mathematics,1971,Russia,Establishing Derivability in Constructive Propositional Calculus by Taking into Account Deep Connections,['106671'],[]
132881,Alexander Vladimirovich Idelson,St. Petersburg State University,1965,Russia,Calculi of Constructive Logic with Subordinate Variables,['106671'],[]
132773,Nikolai Kirillovich Kosovski,Steklov Institute of Mathematics,1978,Russia,Normed Decidable Boolean Algebras and Integrable Constructs,['106671'],"['132838', '132839', '134181', '132956', '133430', '134123', '134122', '134179', '134185']"
118366,Vladimir  Lifschitz,Steklov Institute of Mathematics,1969,Russia,Constructive Counterparts of Gödel's Completeness Theorem,['106671'],"['131791', '131794', '131793', '131788', '131792', '153914', '131789', '153912', '131790', '202536']"
134212,Maurice  Margenstern,Université Paris Diderot - Paris 7,1974,France,Constructive Topological Properties of Spaces of Almost-Periodic Functions,['106671'],"['134213', '134214']"
41889,Sergei Yurievich Maslov,St. Petersburg State University,1964,Russia,Formal Mechanisms for Specifying Recursively Enumerable Sets,['106671'],"['19390', '41873', '132775', '133487']"
41873,Yuri Vladimirovich Matiyasevich,Steklov Institute of Mathematics,1970,Russia,Simple Examples of Undecidable Canonical Calculi,"['41889', '106671']","['131818', '111297', '41884', '131824', '41771']"
133428,Vilius  Matulis,St. Petersburg State University,1964,Russia,Sequent Versions of Classical Predicate Calculus with a Unique Inference Tree,['106671'],['134085']
41775,Grigori Efroimovich Mints,St. Petersburg State University,1965,Russia,On Predicate and Operator Variants for Building Theories of Constructive Mathematics,['106671'],"['134573', '132837', '206500', '133483', '134574', '134085', '111467', '39227', '133482', '265988', '38093']"
132772,Vladimir Pavlovich Orevkov,St. Petersburg State University,1966,Russia,Constructive Mappings of Finite Polyhedra,['106671'],"['132837', '132882']"
134184,Viktor Afanasjevich Shurygin,Steklov Institute of Mathematics,1968,Russia,Constructive Sets with Equality and Their Mappings,['106671'],[]
85166,Anatol Olesevich Slissenko,Steklov Institute of Mathematics,1967,Russia,Regulators of Convergence of Constructive Sequences and Regulators of Continuity of Constructive Functions,['106671'],"['134423', '134425', '108398', '133652', '134480', '134426', '85161']"
133482,Sergei Vladimirovich Soloviev,Steklov Institute of Mathematics,1984,Russia,Applications of Logical Calculi to the Study of Natural Transformations in Categories,"['106671', '41775']","['138262', '142263', '155681', '162102', '141460']"
132955,Irina Nikolaevna Vrublevskaya,Steklov Institute of Mathematics,1953,Russia,On Geometric Equivalence of Trajectories of Dynamical Systems,['106671'],[]
132774,Igor Dmitrievich Zaslavski,St. Petersburg State University,1963,Russia,Some Properties of Constructive Real Numbers and Constructive Functions,['106671'],"['136770', '136768', '136767', '136769', '134118', '136765', '134119', '136766']"
184926,Roman  Mikhailov,Steklov Institute of Mathematics,2003,Russia,"Filtrations of homology, groups, and spaces of links",['43962'],[]
136735,Victor Vladimirovich Martynyuk,Steklov Institute of Mathematics,1963,Russia,,['106676'],[]
150311,Valentin Vasilʹevich Voevodin,Lomonosov Moscow State University,1969,Russia,Solving the Complete Eigenvalue Problem using Power Methods,['106676'],"['154029', '150312']"
135938,I. B. Zadyhailov,Steklov Institute of Mathematics,1964,Russia,,['106676'],[]
108397,Arkadii Anatolievich Mal'tsev,Steklov Institute of Mathematics,1960,Russia,,['106295'],['110556']
110682,V. I. Meliya,Steklov Institute of Mathematics,,Russia,,['106295'],[]
108396,Nikolai Terentievich Tynyanskii,Lomonosov Moscow State University,1960,Russia,Homological Properties of Location of Arbitrary Sets,['106295'],[]
127937,Sergey Apetnakovich Antonyan,Lomonosov Moscow State University,1981,Russia,Equivariant Retracts and Embeddings,['93970'],"['206898', '200867']"
127677,Doitchin Bogdanov Doitchinov,Lomonosov Moscow State University,1961,Russia,,['93970'],"['189536', '126375']"
136358,Pavel  Gevorgyan,Lomonosov Moscow State University,1989,Russia,,['93970'],[]
97912,Vladimir Ivanovich Kuz'minov,Lomonosov Moscow State University,1964,Russia,,['93970'],"['97425', '234177', '130643', '148591', '138706']"
96297,Boris Trifonovich Levshenko,Lomonosov Moscow State University,1961,Russia,Infinite-Dimensional Spaces,['93970'],[]
135981,Yuri Yuri Orevkov,Lomonosov Moscow State University,1965,Russia,,['93970'],[]
83278,Evgenij Grigorjevich Skljarenko,Lomonosov Moscow State University,,Russia,,['93970'],"['161527', '83269']"
97806,Evgeny Mikhailovich Sklyarenko,Lomonosov Moscow State University,1961,Russia,,['93970'],[]
97913,L.  Zambikhidze,Lomonosov Moscow State University,,Russia,,['93970'],[]
97911,Aleksandr Vladimirovich Zarelua,Lomonosov Moscow State University,1962,Russia,,['93970'],[]
108187,Victor  Chepoi,Moldova State University,1987,Moldova,Convexity in Graphs,['108166'],"['164469', '117231', '171043', '117232', '200981', '131294']"
108631,Vladimir Yakovlevich Goldin,,,None,,['58042'],"['206535', '36368']"
96539,A. V. Goncharskii,,,None,,['58042'],['211551']
98276,Vladimir Aleksandrovich Il'in,Lomonosov Moscow State University,1953,Russia,Electromagnetic waves' difraction on some inhomogeneities,"['58042', '58042']","['98275', '24137', '101818', '193993', '113728']"
69118,Dmitrii P. Kostomarov,,,None,,['58042'],[]
98683,Yuri A. Kriksin,Lomonosov Moscow State University,1985,Russia,,['58042'],[]
173091,Anna  Pergament,Keldysh Institute of Applied Mathematics,1965,Russia,Asymptotics of the transport equation,['58042'],"['180755', '180753', '180756', '180757', '246143', '180752']"
31066,Alexander Andreevitch Samarskii,Lomonosov Moscow State University,1948,Russia,On the Influence of Eigenfrequency Fixation of Closed Volumes,['58042'],"['200517', '108006', '108068', '223966', '98562', '135142', '99480', '108069', '17340', '187063', '121279', '58218', '255341', '129030', '58180', '34026', '98339']"
63886,Alexei Georgievich Sveshnikov,Lomonosov Moscow State University,1953,Russia,,['58042'],"['100629', '150312']"
17030,Adelaida Borisovna Vasiléva,Lomonosov Moscow State University,1951,Russia,,['58042'],"['29443', '137142']"
91057,Vladimir Markovich Volosov,Lomonosov Moscow State University,1956,Russia,,['58042'],"['100630', '100631', '17033']"
29460,Anatoly G. Yagola,,,None,,['58042'],['225373']
130939,Sergey Victorovich Bochkarev,Lomonosov Moscow State University,1969,Russia,On Fourier rows in Haar's system,['110085'],[]
187479,Mikhail  Dyachenko,Lomonosov Moscow State University,1981,Russia,Local  properties of functions and expansions in the Fourier series,['110085'],[]
130940,Boris Ivanovich Golubov,Lomonosov Moscow State University,1964,Russia,,['110085'],[]
112127,Boris Sergeevich Kashin,Steklov Institute of Mathematics,1976,Russia,On Some Properties of Functional and Orthogonal Series,['110085'],"['148888', '140785', '140580']"
142414,Yury Evgenyevich Kuprikov,Lomonosov Moscow State University,1992,Russia,,['110085'],[]
112128,Evgenii Mikhailovich Nikishin,Steklov Institute of Mathematics,,Russia,,['110085'],['158002']
103090,Alexander Moiseevich Olevskii,Lomonosov Moscow State University,,Russia,,['110085'],"['148681', '148682', '148679', '103105', '148684', '148680', '148683', '132702', '255327', '148685']"
130941,Aleksandr Iosifovich Rubinshtein,Lomonosov Moscow State University,1965,Russia,,['110085'],[]
24269,Elenora A. Storozhenko,Lomonosov Moscow State University,,Russia,,['110085'],"['157783', '89952']"
