id,Name,Univ,Year,Country,Title,Advisor,Students
129812,Nurlan  Temirgaliyev,Steklov Institute of Mathematics,1991,Russia,,['110085'],"['144433', '144431', '144430', '144432', '144114']"
56803,Andrey  Bolibrukh,Lomonosov Moscow State University,1977,Russia,On the Fundamental Matrix of a Pfaffian System of Fuchsian Type,"['62887', '95090']",['56935']
171598,Michail Mark Graev,,,None,Estimation of the number of invariant Einstein metrics on homogeneous spaces,"['79852', '95090']",[]
98294,Svetlana Ivanovna Yablokova,Lomonosov Moscow State University,1982,Russia,,['95090'],[]
76407,Oleg Nikolaevich Karpenkov,Lomonosov Moscow State University,2005,Russia,"On Multidimensional Continued Fractions of Klein Model: Classification of Two-Dimensional Faces, Algorithms, Examples","['17493', '98449']",[]
33517,Gregory A.  Freiman,Moscow State Pedagogical Institute,1965,Russia,Structural Theory of Set Addition,"['56858', '85950', '29696']","['46527', '103098']"
23172,Ilya I. Piatetski-Shapiro,Moscow State Pedagogical Institute,1954,Russia,,['29696'],"['147559', '147560', '39120', '30511', '6189', '37489', '39133', '19227', '39038', '41006', '147561', '55151', '105760', '23171', '45083']"
104563,Emiliano  Aparicio,Universidad de Bilbao,1973,Spain,Propiedades extremales de los polinomios comn coeficientes enteros y aproximación de las funciones mediante dichos polinomios.,"['56858', '95452']","['131911', '131910']"
91331,Marat Andreevich Evgrafov,Steklov Institute of Mathematics,,Russia,,['56858'],[]
25852,Naum Iljich Feldman,Lomonosov Moscow State University,,Russia,,['56858'],"['46511', '130874']"
189474,Akad Ibrahim Ibragimov,,,None,On completeness of some systems of analytic functions,['56858'],['184376']
56877,Nikolai Mikhailovich Korobov,Lomonosov Moscow State University,1948,Russia,,['56858'],"['87931', '197028', '206504']"
153092,Aleksei Fedorovich Leont'ev,,,None,Differential-difference Equations,"['153091', '56858']","['232637', '216168', '216598', '216225', '162106', '226878', '250646']"
85950,Aleksei Georgievich Postnikov,Lomonosov Moscow State University,1949,Russia,On the Differential Independence of Dirichlet Series,['56858'],"['33517', '134976', '134412']"
56878,Andrei Borisovich Shidlovskii,Lomonosov Moscow State University,,Russia,,['56858'],"['110330', '83363', '92517', '110331']"
80179,Alexander Dmitrievich Soloviev,Lomonosov Moscow State University,1955,Russia,,['56858'],"['80178', '167314']"
97759,Victor Solomonovich Videnskii,Lomonosov Moscow State University,1950,Russia,,['56858'],[]
99477,Leonid  Vulakh,Lomonosov Moscow State University,1971,Russia,Markov Spectra of Imeginaly Quadratic Fields,['56858'],[]
93308,Mikhail Hatskelevich Zakhar-Itkin,Lomonosov Moscow State University,1965,Russia,Asymptotic formulas and estimates in the theory of integral and differential equations,['56858'],[]
154469,Eduard Ashotovich Danielian,Lomonosov Moscow State University,1973,Russia,System with Head-of-the-line Priority and Unsafe Server,"['120974', '17513']",[]
30960,Bronius  Grigelionis,Lomonosov Moscow State University,1963,Russia,Limit Theorems for Sums of Step Random Processes,['17513'],"['94347', '94341', '94346', '94345', '94348', '94350', '94356', '94340', '94357', '94317', '94355', '94349', '94342', '94339', '94344', '94318', '94338', '94316', '94343']"
29838,Dieter  König,Humboldt-Universität zu Berlin,1964,Germany,Verallgemeinerungen der Formein von Engset und Cohen,['17513'],"['35437', '129530', '90021', '52306']"
138976,Vladimir Semenovich Korolyuk,Kiev State University,1954,Ukraine,Kolmogorov-Smirnov tests,['17513'],"['140483', '140473', '187056']"
61527,Alexander  Korostelev,Lomonosov Moscow State University,1975,Russia,Probabilistic Solutions for Boundary Value Problems,"['17513', '61504']","['83771', '83770', '83769']"
95100,Tadeush Pavlovich Mar'yanovich,Institute of Mathematics of National Academy of Sciences of Ukraine,1963,Ukraine,,['17513'],[]
156581,David  Mejzler,,,None,,['17513'],[]
135941,T. I. Nasirova,Tashkent State University,1964,Uzbekistan,,['17513'],[]
190692,Elisaveta Elissaveta Pancheva,"Institute of Mathematics, Bulgarian Academy of Sciences",1996,Bulgaria,Limit theorems for maxima of independent random vectors,['17513'],"['191897', '190693']"
101282,János D. Pintér,Lomonosov Moscow State University,1982,Russia,Stochastic / Global Optimization,"['17513', '101278']",[]
129129,Gleb Nestorovich Sakovich,Kiev State University,1956,Ukraine,Multivariate Stable Distributions,['17513'],[]
58687,Yurii Petrovich Studnev,Ivan Franko National University of Lviv,1953,Ukraine,,['17513'],[]
85069,Domokos  Szász,Lomonosov Moscow State University,1971,Russia,The Asymptotic Behaviour of Sums of a Random Number of Independent Random Variables,['17513'],"['146426', '183834', '54848', '100180', '85066', '146427', '146428']"
122637,Igor Alexeevich Ushakov,Moscow Aviation Institute,1967,Russia,Reliability Theory,['17513'],"['133097', '133098', '133145', '133146', '133144', '133105', '133140', '133142', '133141', '133041', '133101', '133100', '133102', '133103', '133104', '133108', '133109', '133110', '133111', '133143', '133112', '133113', '133115', '133116', '133117', '133114', '133040', '133118', '133119', '133120', '133121', '133122', '133123', '133124', '133126', '133125', '133127', '133128', '133130', '133129', '133131', '133132', '133133', '133134', '133135', '133147', '133136', '133137', '133138', '133139', '133099', '133096', '133148', '133107', '133106']"
119662,Larisa Vitalievna Aparina,Moscow State Pedagogical Institute,,Russia,,['107048'],[]
119669,Igor Azrielevich Berezansky,Lomonosov Moscow State University,1967,Russia,,['107048'],[]
140073,G. Kh. Berman,Moscow State Pedagogical Institute,1964,Russia,Functors in Category of Nuclear (F) Spaces,['107048'],[]
119663,D. V. Botnaru,Moscow State Pedagogical Institute,,Russia,,['107048'],[]
55889,Alexander S. Dynin,Lomonosov Moscow State University,1958,Russia,,['107048'],['77825']
118978,V. P. Fedorova,Moscow State Pedagogical Institute,,Russia,,['107048'],[]
119664,V. B. Gisin,Moscow State Pedagogical Institute,,Russia,,['107048'],[]
119665,P. S. Kenderov,Moscow State Pedagogical Institute,1970,Russia,Locally Convex Vector Groups,['107048'],['216442']
118979,V. E. Kholodovsky,Moscow State Pedagogical Institute,,Russia,,['107048'],[]
118977,Vladimir L'vovich Levin,Lomonosov Moscow State University,1965,Russia,,['107048'],[]
188873,Anatoli Evgen'evich Merzon,Moscow State Pedagogical Institute,1981,Russia,General boundary value problem for the Helmholtz equation in a plane angle,['107048'],[]
119666,Grigory Aleksandrovich Merzon,Moscow State Pedagogical Institute,,Russia,,['107048'],[]
119667,V. S. Sekovanov,Moscow State Pedagogical Institute,,Russia,,['107048'],[]
59714,Arkady Aleksandrovich Tempelman,Moscow State Pedagogical Institute,1962,Russia,,['107048'],['59721']
119668,Yuriy Nikolaevich Vladimirsky,Moscow State Pedagogical Institute,,Russia,,['107048'],[]
87139,Stanislav  Kolenikov,The University of North Carolina at Chapel Hill,2005,UnitedStates,,"['47222', '87137']",[]
131078,Alexey A. Brudno,Moscow Institute of Electronics and Mathematics,1978,Russia,Entropy and Kolmogorov Complexity,['17491'],['169753']
263179,Michael  Jakobson,Lomonosov Moscow State University,1970,Russia,On topological classification of smooth endomorphisms of the circle and of the Riemann sphere,['17491'],"['34015', '267320']"
191595,Andrey Vasilévich Kochergin,Lomonosov Moscow State University,1974,Russia,On mixing properties of some classes of flows with   invariant measure.,"['10482', '17491']",[]
64569,Vadim Alexandrovich Malyshev,All-Russian Scientific Research Institute of Automation (VNIIA),1967,Russia,Coding Problems,"['65170', '17491']","['132454', '132448', '132451', '132446', '132450', '132456', '132440', '70716', '132449', '132443', '70715', '132458', '132453', '65137', '132447', '132457', '132442', '132649', '132452', '70459', '132441', '122685', '132445', '132455', '132444']"
45186,Maciej  Wojtkowski,Lomonosov Moscow State University,1978,Russia,,['17491'],['45185']
111782,Peter G. Gyarmati,Eötvös Loránd University,1981,Hungary,Adaptiv Controls in Operating Systems,"['17492', '42570']",[]
172423,Francesca  Aicardi,Lomonosov Moscow State University,1996,Russia,,['17493'],[]
104955,V. I. Bachtin,Lomonosov Moscow State University,,Russia,,['17493'],[]
149090,Ilya Aleksandrovich Bogaevsky,Lomonosov Moscow State University,1990,Russia,Legendrian Singularities And Their Transitions In Hamiltonian Systems,['17493'],[]
79232,Rivkut  Bogdanov,Lomonosov Moscow State University,,Russia,,['17493'],[]
95098,Gianmarco  Capitanio,Université Paris Diderot - Paris 7,2004,France,Tangential families and minimax solutions to Hamilton-Jacobi equations,['17493'],[]
172420,Yurii Vitalievich Chekanov,Lomonosov Moscow State University,1997,Russia,,['17493'],[]
52911,Sergei Vladimirovich Chmutov,Lomonosov Moscow State University,1985,Russia,Monodromy Groups of Critical Points of Functions,"['38499', '17493']","['240659', '56265']"
170625,Aleksey Aleksandrovich Davydov,Lomonosov Moscow State University,1983,Russia,,['17493'],"['180805', '181162', '181164', '170626', '190559', '181163']"
172422,Emmanuel  Ferrand,Lomonosov Moscow State University,1997,Russia,,['17493'],[]
118189,Vladimir Vladimirovich Fock,Institute of Theoretical and Experimental Physics,1993,Russia,Chern-Simons Quantum Field Theory and Applications,"['79852', '17493']","['182572', '270942']"
172059,Oleg Gennadievich Galkin,Lomonosov Moscow State University,1992,Russia,,['17493'],[]
58475,Mauricio Demian Garay,Université Paris Diderot - Paris 7,2001,France,Théorie classique et Legendrienne des points d'aplatissements évanescents des courbes planes et spatiales,['17493'],[]
32851,Alexander Borisovich Givental,Lomonosov Moscow State University,1987,Russia,Singularities of Solutions of Hamilton-Jacobi Equations in Variational Problems with Inequality Constraints,['17493'],"['144548', '76908', '31744', '38092', '93518', '194566', '93517']"
91181,Victor Vladimirovich Goryunov,,,None,Surface projection singularities,['17493'],['91209']
55263,Sabir Medzhidovich Gusein-Zade,Lomonosov Moscow State University,1975,Russia,,"['55147', '17493']","['174175', '198464', '246849', '171961']"
88314,Emil Ivanov Horozov,Lomonosov Moscow State University,1978,Russia,Bifurcations of Symmetric Planar Vector Fields,"['17493', '80854']","['250469', '133716', '250470', '250471', '169531']"
171955,Maksim Eduardovich Kazaryan,Lomonosov Moscow State University,1991,Russia,,['17493'],[]
91904,Boris A. Khesin,Lomonosov Moscow State University,1990,Russia,Normal Forms and Versal Deformations of Evolution Differential Equations,['17493'],"['130196', '239020', '209252', '135088', '220221']"
49054,Askold Georgievich Khovanskii,Steklov Institute of Mathematics,1973,Russia,Representability of Function in Quadratures,['17493'],"['86765', '165316', '116780', '266424', '56788', '68337', '90278', '156809', '189203', '259996', '64006', '165626', '165741', '165741']"
56743,Anatolii Georgievich Kushnirenko,Lomonosov Moscow State University,,Russia,,['17493'],"['56788', '59395']"
171953,Elena Evgenievna Landis,Lomonosov Moscow State University,1983,Russia,,['17493'],[]
206519,Sergei Konstantinovich Lando,Lomonosov Moscow State University,1986,Russia,Deformations of differentials forms,['17493'],[]
171956,Andrei Mikhailovich Leontovich,Lomonosov Moscow State University,1970,Russia,,['17493'],[]
59395,Vadim I. Matov,Lomonosov Moscow State University,1983,Russia,Singularities of extreme functions,"['17493', '56743']",[]
172421,Mikhail Borisovich Mishustin,Lomonosov Moscow State University,2002,Russia,,['17493'],[]
49058,Jacques-Olivier  Moussafir,Université de Paris,2000,France,Voiles et Polyèdres de Klein. Géométrie Algorithmes et Statistiques.,"['17493', '42009']",[]
172060,Oleg Mikhailovich Myasnichenko,Lomonosov Moscow State University,1994,Russia,,['17493'],[]
172600,Fabien  Napolitano,Lomonosov Moscow State University,,Russia,,['17493'],[]
131931,Nikolai Nikolaevich Nekhoroshev,Lomonosov Moscow State University,1973,Russia,On Behavior of Hamiltonian Systems Close to Integrable Ones,['17493'],[]
176393,Adriana  Ortiz-Rodríguez,,,None,Géométrie différentielle projective des surfaces algébriques réelles,['17493'],[]
53194,Petr Evgen\'evich Pushkar\',Lomonosov Moscow State University,1998,Russia,Periodic Trajectories of Billiard Dynamical Systems,['17493'],[]
172061,Aleksandr Kh. Rakhimov,Lomonosov Moscow State University,1995,Russia,,['17493'],[]
99437,Ernesto  Rosales González,Steklov Institute of Mathematics,1991,Russia,On the Growth of the Intersection Numbers of Submanifolds under the Action of Dynamical Systems in Compact Manifolds and the Spaces $C^m$ and $R^m$,['17493'],[]
79306,Inna  Scherbak,Lomonosov Moscow State University,1986,Russia,Lagrangian and Legendrian boundary singularities,['17493'],[]
172062,Vyacheslav Dmitrievich Sedykh,Lomonosov Moscow State University,1982,Russia,Singularities of Convex Hulls,['17493'],[]
79278,Mikhail Borisovich Sevryuk,Lomonosov Moscow State University,1988,Russia,Reversible Dynamical Systems,['17493'],[]
20563,Boris  Shapiro,Stockholm University,1990,Sweden,"Disconjugate Linear Ordinary Differential Equations, Flag Varieties and Classification of Symplectic Leaves in Several Kac-Moody and Gelfand-Dikii Algebras",['17493'],"['174105', '20597', '116725', '116780', '192700', '183949', '234802', '234344', '203854', '183806', '100896']"
61343,Mikhail Zalmanovich Shapiro,Lomonosov Moscow State University,1992,Russia,Nonoscillating Differential Equations,['17493'],"['235109', '235108', '249566']"
79277,Alexander  Shoshitaishvili,Lomonosov Moscow State University,1975,Russia,Local Algebras of Singularities of Maps,['17493'],[]
54809,Ricardo  Uribe-Vargas,Université Paris Diderot - Paris 7,2001,France,Symplectic and Contact Singularities in Differential Geometry of Curves and Surfaces,['17493'],[]
38499,Alexander Nicholaevich Varchenko,Lomonosov Moscow State University,1974,Russia,,['17493'],"['52911', '132126', '129332', '164699', '72797', '117966', '25104', '23332']"
96967,Victor A. Vassiliev,Lomonosov Moscow State University,1982,Russia,,['17493'],"['96986', '113539']"
103447,Vladimir M. Zakalyukin,Lomonosov Moscow State University,1977,Russia,Lagrangian and Legendrian singularities,['17493'],"['168739', '168604', '100896']"
49528,Albert Grigor'evich Dragalin,Lomonosov Moscow State University,1968,Russia,Constructive Transfinite Numbers and a Justification of the Constructive Selection Principle,['13982'],"['83475', '49538', '199950', '168404', '168403', '168219', '168895', '168214', '49541', '168212', '168213']"
193173,Antonis  Achilleos,City University of New York,2015,UnitedStates,Interactions and Complexity in Multi-Agent Justification Logic,"['83475', '53715']",[]
170545,Evangelia  Antonakos,City University of New York,2013,UnitedStates,Forms of Generic Common Knowledge,['83475'],[]
95820,Yegor Nikolayevich Bryukhov,City University of New York,2005,UnitedStates,Integration of Decision Procedures into High-Order Interactive Provers,['83475'],[]
30452,Jennifer M. Davoren,Cornell University,1998,UnitedStates,Modal Logics for Continuous Dynamics,"['6458', '83475']",[]
162721,Walter  Dean,City University of New York,2010,UnitedStates,Epistemic paradox and explicit modal logic,['83475'],[]
126964,Srikanth  Gottipati,City University of New York,2008,UnitedStates,Finsler Optimal Control Theory,"['83475', '6458']",[]
115651,Giorgi K. Japaridze,Lomonosov Moscow State University,1987,Russia,Modal-Logical Means of Investigating Provability,"['83475', '82945']",[]
97268,Nikolay Vladimirovich Krupski,Lomonosov Moscow State University,2006,Russia,Some Algorithmic Questions for Formal Systems with Proof Internalization Property,"['17546', '83475']",[]
163400,Hidenori  Kurokawa,City University of New York,2012,UnitedStates,Tableaux and hypersequents for modal and justification logics,"['83475', '60075']",[]
118629,Roman  Kuznets,City University of New York,2008,UnitedStates,Complexity Issues in Justification Logic,['83475'],[]
30454,Robert  Milnikel,Cornell University,1999,UnitedStates,Nonmonotic Logic: A Monotinic Approach,"['6458', '83475']",[]
73590,Pavel G. Naumov,Cornell University,1998,UnitedStates,Formalizing Reference Types in NuPRL,"['9041', '83475']",[]
138291,Natalia  Novak,City University of New York,2009,UnitedStates,Computer-aided Reasoning About Knowledge and Justifications,['83475'],[]
49551,Nikolay Anatol'evich Pankrat'ev,Lomonosov Moscow State University,1990,Russia,On Predicate Calculus and Arithmetic with Provability Operator,"['17546', '83475']",[]
95816,Mati Reinovich Pentus,Lomonosov Moscow State University,1996,Russia,Lambek Calculus and Formal Grammars,['83475'],"['168399', '140581', '204693']"
226438,Konstantinos  Pouliasis,City University of New York,2017,UnitedStates,"Relating Justification Logic Modality and
Type Theory in Curry-Howard fashion.","['83475', '53715']",[]
203282,Tudor  Protopopescu,City University of New York,2016,UnitedStates,Three Essays in Intuitionistic Epistemology,['83475'],[]
121285,Bryan  Renne,City University of New York,2008,UnitedStates,Dynamic Epistemic Logic with Justification,['83475'],[]
95817,Vladimir Yurievich Shavrukov,Universiteit van Amsterdam,1994,Netherlands,Adventures in Diagonalizable Algebras,"['83475', '9042', '47742']",[]
89432,Sergey  Slavnov,Cornell University,2005,UnitedStates,Semantic Investigations of Linear Logic,"['6458', '83475']",[]
83478,Tyko  Strassen,Universität Bern,1995,Switzerland,,"['50593', '83475']",[]
201246,Cagil  Tasdemir,City University of New York,2015,UnitedStates,Epistemic Considerations on Extensive-Form Games,"['83475', '26354']",[]
162768,Ren-June  Wang,City University of New York,2011,UnitedStates,Timed Modal Epistemic Logic,['83475'],[]
95818,Tatiana Leonidovna Yavorskaya (Sidon),Lomonosov Moscow State University,1997,Russia,Dynamic Logics of Proofs with Provability Operator,"['83475', '93538']",[]
95819,Rostislav Eduardovich Yavorsky,Lomonosov Moscow State University,1998,Russia,Predicate Logics of First-Order Theories,"['83475', '93538']",[]
183076,Junhua  Yu,City University of New York,2014,UnitedStates,"Self-referentiality in Constructive Semantics of
Intuitionistic and Modal Logics",['83475'],[]
95800,Evgeny Evgenievich Zolin,Lomonosov Moscow State University,2002,Russia,Modal Logics with Non-Contingency Operator,"['83475', '17546']",[]
180334,Nicolas  Basset,Université Paris-Est,2013,France,Volumetry of timed languages and applications,"['17494', '99591']",[]
53484,Catalin  Dima,Université Joseph Fourier Grenoble I,2001,France,Algebraic theory of formal real-time languages,"['17494', '19289']",[]
54547,Sergei L'vovich Sobolev,St. Petersburg State University,1929,Russia,On Analytic Solutions of a System of Partial Differential Equations with Two Independent Variables,"['55610', '54650']","['108630', '89436', '135012', '108433', '95450', '146620', '146621', '135011', '124284', '56424', '108497', '54543', '151748', '88768', '58349', '94751', '139171']"
116542,Borislav Detchev Bojanov,University of Sofia,1975,Bulgaria,Optimal Recovery of Functions and Functionals,"['73605', '89436']","['119324', '119323', '119325', '119322', '119326', '119327', '119328', '119329', '119354', '119330']"
89442,Feliksas  Ivanauskas,Lomonosov Moscow State University,1974,Russia,Investigation of Difference Green's Function for Wave Systems,['89436'],"['195812', '95302', '95307', '195807', '95296', '95303', '89581', '95295', '95306', '195804', '195808', '195810', '95300', '95299', '95304', '95305', '195805', '95298', '195803', '179070', '95297', '95294', '95301']"
70992,Grigori P. Panasenko,,,None,,['89436'],"['71488', '256856', '157215']"
170350,Artūras  Štikonas,Lomonosov Moscow State University,1990,Russia,Investigation of finite difference schemes for symmetrical viscous gas motion equations,['89436'],"['216610', '198664', '198665', '216611']"
99630,Boris Moiseevich Levitan,Vasyl Karazin Kharkiv National University,"1938, 1940",Ukraine,Some Generalization of Almost Periodic Function (Ph.D. 1938); Theory of Generalized Translation Operators (Habilitation 1940),['83267'],"['17496', '108641', '108639', '9343', '108638', '108640', '106158', '108637', '108643', '108642', '100109', '108644', '105577', '100023']"
104422,Ludmila Rafailovna Botvina,,,None,Kinetics of Fracture Process of Structural Materials at Different Loading Conditions,['17496'],[]
79511,Robert V. Goldstein,Russian Academy of Sciences,,Russia,,['17496'],['79502']
238964,Sergey  Gulev,Lomonosov Moscow State University,1986,Russia,Large-Scale Thermal Interaction of the North Atlantic with the Atmosphere,"['238963', '17496']",[]
94645,Vladimir I. Kerchman,Russian Academy of Sciences,1975,Russia,Some Problems of Mathematical Consoldation Theory of the Porous Saturated Media,['17496'],[]
223790,Vadim Bronislavovich Librovich,Lomonosov Moscow State University,,Russia,,"['223789', '17496']",['223787']
113478,Carlo  Nitsch,Università di Roma La Sapienza,2004,Italy,Some Mathematical Problems in Nonlocal Continuum Damage Mechanics,"['30543', '17496']",[]
92179,Yelena  Shvets,"University of California, Berkeley",2004,UnitedStates,Problems of Flooding in Porous and Fissured Porous Rock,"['17496', '30630']",[]
94677,Arkadiy Petrovich Vinnichenko,Lomonosov Moscow State University,1982,Russia,Some equation at oil filtration,['17496'],[]
75947,Vladimir Illich Piterbarg,Lomonosov Moscow State University,1972,Russia,Properties of High Level Sets for Gaussian Processes,['17498'],[]
117617,Frank Norbert Proske,Universität Ulm,1998,Germany,Grenzwertsaetze fuer Fuzzy-Zufallsvariablen unter dem Gesichtspunkt der Wahrscheinlichkeitstheorie auf inseparablen Semigruppen,"['20888', '17498']","['265683', '197394', '182630', '253600', '153081', '153558', '179985', '153080', '197229', '140702']"
193229,Oleg  Seleznjev,,,None,Investigation of accuracy for approximation of random processes and fields,['17498'],[]
100486,Sara  Sjöstedt de Luna,Umeå University,1997,Sweden,Forecasting Methods for Multiple Time Series and Resampling Techniques for Nonstationary Sequences,"['17498', '81659']",[]
116802,Vilijandas  Bagdonavicius,,,None,Hypothesis Testing and Estimation in Accelerated Experiments,['17501'],"['118242', '147896']"
117026,Jonas  Jusas,Steklov Institute of Mathematics,1973,Russia,Some Problems of Quality Control,['17501'],[]
187211,Victor Yurievich Korolev,Lomonosov Moscow State University,,Russia,,"['17501', '187210']",[]
118244,Julius Jonas  Kruopis,Steklov Institute of Mathematics,1969,Russia,The Estimators of Markov Processes Parameters,['17501'],[]
117027,Mirsultan  Mirvaliev,,,None,Several Statistical Problems of Analysis of Variance and Regression,['17501'],[]
80522,Mikhail  Nikouline/Nikulin,Steklov Institute of Mathematics,1973,Russia,,['17501'],"['89386', '89388', '89387', '89389', '89390', '80465', '129908', '165438', '80464']"
117028,Vera Ignatievna Pagurova,,,None,Approximations of Distributions,['17501'],[]
117029,Mubarak  Ubaidulaeva,,,None,On Detection of Outliers,['17501'],[]
67236,Igor Nikolaevich Volodin,,,None,Mathematical Statistics,['17501'],"['180430', '180432', '180429', '98659', '180431', '180433', '169528']"
270814,Igor Semenovich Borisov,"Sobolev Institute of Mathematics, Novosibirsk",1978,Russia,Rate of convergence in the invariance principle,['17502'],[]
95276,Dmitry Alekseevich Korshunov,"Sobolev Institute of Mathematics, Novosibirsk",1990,Russia,Transient Phenomena for Markov Chains and their Applications,['17502'],[]
270815,Marat Masutovich Safarov,"Sobolev Institute of Mathematics, Novosibirsk",1993,Russia,Limit theorems on convergence to multi-dimensional diffusion processes and their applications to queueing networks,['17502'],[]
200759,Aleksandr Ivanovich Sakhanenko,"Sobolev Institute of Mathematics, Novosibirsk",1975,Russia,On functional convergence of distributions of processes defined on the whole real line,['17502'],[]
246415,Sergey  Utev,"Sobolev Institute of Mathematics, Novosibirsk",1984,Russia,Inequalities and limit theorems for sequences of weakly dependent random variables,['17502'],['246414']
87277,Yuri  Bakhtin,Lomonosov Moscow State University,2001,Russia,Limit Theorems For Random Solutions of the Burgers Equation,['17503'],"['156916', '204802']"
174826,Oleg Alexandrovich Butkovsky,,,None,Limit Theorems for Markov Processes,['17503'],[]
174819,Stepan Valerievich Dilman,,,None,Study of Fluctuations of Sums of Independent Multi-indexed Random Variables,['17503'],[]
174821,Nataliya Yurievna Kryzhanovskaya,,,None,Statistical Limit Theorems for Weakly Dependent Random Fields,['17503'],[]
174810,Anna Evgenievna Mikusheva,Lomonosov Moscow State University,2001,Russia,"Complete convergence and limit theorems
for arrays","['17503', '61453']","['197828', '200565', '197829', '200571']"
174820,Nikolay Vladimirovich Millionshchikov,,,None,"Nonparametric Estimation of the Density and the Regression Function for
Weakly Dependent Random Fields",['17503'],[]
174822,Maxim Maratovich Musin,,,None,Geometric Functionals of Random Sets and Random Graphs,['17503'],[]
174817,Denis Vladimirovich Poryvay,,,None,Invariance Principle for Mixing Stochastic Processes and Random Fields,['17503'],[]
174811,Alexey Pavlovich Shashkin,,,None,Some Limit Theorems for Weakly Dependent Random Fields,['17503'],[]
174824,Iliya Sergeevich Tyurin,,,None,Effective Approximation of the Normalized Sums of Random Summands,['17503'],[]
174809,Mikhail Alexandrovich Vronski,,,None,Some Limit Theorems for Associated Random Fields,['17503'],[]
174823,Pavel Andreevich Yaskov,,,None,Laws of Large Numbers in Modern Stochastic Models,['17503'],[]
174825,Maxim Evgenievich Zhukovskii,,,None,Zero-one Law and  Law of Large Numbers for Random Graphs,['17503'],[]
101871,Michael  Averintsev,,,None,,['17505'],[]
101869,Vladimir  Basis,,,None,Multicomponent Markov Processes with Local Interactions,['17505'],[]
99278,Yurii Nikolaevich Blagoveschenskii,St. Petersburg State University,1963,Russia,,['17505'],[]
135633,Michel  Deza,Lomonosov Moscow State University,1965,Russia,,['17505'],"['53480', '53480', '120839']"
184077,Ostap  Hryniv,Lomonosov Moscow State University,1995,Russia,Functional Central Limit Theorem in Problems of Statistical Physics,['17505'],"['190560', '253931']"
92884,Mark Yakovlevich Kelbert,Lomonosov Moscow State University,1981,Russia,Asymptotical Analysis of Random Processes in Complex Communication Networks,['17505'],[]
101870,Oleg  Kozlov,,,None,,['17505'],[]
190709,Boris  Nahapetian,,,None,Limit theorems for weakly depended random variables,['17505'],[]
99277,Vladimir Fedorovich Pisarenko,Lomonosov Moscow State University,1963,Russia,,['17505'],[]
95826,Senya B. Shlosman,,,None,,['17505'],[]
98930,Nikolai Nikolaevich Chentsov,Lomonosov Moscow State University,1958,Russia,Verification of statistic tests by the methods of stochastic processes,['17507'],[]
79450,K. E. Dambis,Lomonosov Moscow State University,,Russia,,['17507'],[]
79454,Igor V. Evstigneev,"Central Economics and Mathematics Institute, Russian Academy of Science",1974,Russia,Optimal Stochastic Programs and Their Supporting Prices,"['17507', '79451']",[]
39425,Mark I. Freidlin,Lomonosov Moscow State University,1962,Russia,,['17507'],"['159653', '83726', '39818', '39816', '83727', '30768', '83730', '171986', '185320', '83724', '83733', '83732', '57119', '83725', '39817', '98057', '55061', '83729', '83728', '83731', '83723', '39819', '39787', '83734']"
79445,Fridrikh Izrailevich Karpelevich,Lomonosov Moscow State University,1956,Russia,,['17507'],['83735']
38440,Rafail Zalmonovich Khasminskii,Lomonosov Moscow State University,1959,Russia,Diffusion Processes and Boundary Problems for Elliptic and Parabolic Differential Equations,['17507'],"['80044', '80042', '83736', '38168', '80040', '38167', '80048', '80047', '61347', '80039', '80045', '80046', '80041']"
15024,Nicolai Vladimirovich Krylov,Lomonosov Moscow State University,,Russia,,['17507'],"['83763', '83759', '59979', '91261', '83757', '183399', '83761', '100228', '89171', '83765', '89173', '14799', '83760', '83764', '83762', '47778', '25473', '83758', '47782', '40813', '83766']"
79453,Sergei E. Kuznetsov,"Central Economics and Mathematics Institute, Russian Academy of Science",1976,Russia,,['17507'],['157451']
79444,Shagdar  Luvsantseren,Lomonosov Moscow State University,1954,Russia,,['17507'],[]
61504,Mikhail B. Malyutov,Lomonosov Moscow State University,,Russia,,['17507'],"['83786', '83776', '83787', '61527', '77553', '83777', '83775', '83779', '83783', '83780', '83772', '83768', '83784', '75173', '83781', '83778', '83782', '47191']"
79457,Avishai  Mandelbaum,Cornell University,1983,UnitedStates,Linear Estimators of the Mean of a Gaussian Distribution on a Hilbert Space,"['17507', '13280']","['83790', '83791', '111659']"
79451,Stanislav Alekseevich Molchanov,Lomonosov Moscow State University,1963,Russia,,['17507'],"['83805', '83798', '83795', '79454', '83797', '83804', '83799', '249514', '83802', '190204', '83803', '83806', '83800', '83807', '83796', '83801', '256327']"
79455,Sergei Mironovich Natanzon,"Central Economics and Mathematics Institute, Russian Academy of Science",1982,Russia,Finite groups of homeomorphisms of surfaces and real forms of complex algebraic curves,"['17507', '45083']",['100896']
79452,E. V. Nolde,Lomonosov Moscow State University,,Russia,,['17507'],[]
48801,Arkady L'vovich Onishchik,Lomonosov Moscow State University,,Russia,,['17507'],"['83811', '83825', '83831', '83829', '122588', '83819', '83822', '83812', '83826', '83813', '83710', '20647', '83823', '83815', '83830', '83715', '83810', '83809', '32839', '83828', '83824', '138954', '83821', '83814', '83816', '83820', '83818', '167862']"
79446,I. Z. Rozenknop,Lomonosov Moscow State University,1956,Russia,,['17507'],[]
79447,L. V. Seryogin,Lomonosov Moscow State University,1961,Russia,,['17507'],[]
